reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
5b3f2cdf-30cb-4b43-a4da-e0512879b7e9,dipak Kale,https://play-lh.googleusercontent.com/a/ACg8ocJFRRxLq2W4UWy52YbrKJSqkHjzfsk5hPSJvpuDwHXdgKmpfg=mo,every time on every clik shows please wait useless,1,0,1.0.48,2025-10-01 12:37:55,,,1.0.48
d25dc4d3-085a-4095-91f4-d70d18e030ee,Sachin Saxena,https://play-lh.googleusercontent.com/a-/ALV-UjU5mUw8k0x05mnkGaMOdg3CTvvWj6BjBDB4DnMAvL2kC7I4E0eR,I keep getting no key error on the app and I'm unable to register using net banking,2,0,1.0.48,2025-09-30 10:47:56,,,1.0.48
e4e55aea-5014-420a-b502-14a8b6663ba6,Abhijit Khedekar,https://play-lh.googleusercontent.com/a-/ALV-UjUtAPqZ8eI-dYsskkR6ykFgpdSkDfXPKWIDY-6L6YxIPE8slVU0,worst,1,0,1.0.48,2025-09-30 09:58:43,,,1.0.48
57acf922-e69b-4b4e-a3ce-27a5508c71e8,Shubham Pawar,https://play-lh.googleusercontent.com/a-/ALV-UjUV2YcaD564VPje-cb9ZN6suAg36XUmA6Tbt1wtNV_8o9dOrw4IAA,"★☆☆☆☆ Extremely Unreliable – A Major Letdown from Bank of Maharashtra The Bank of Maharashtra mobile app is one of the most careless and poorly maintained banking apps I’ve ever used. Most of the time, it simply doesn’t work — it crashes, fails to load, or shows server errors when you need it the most. Whether you’re trying to check your balance, transfer money, or pay a bill, you never know if the app will cooperate.",1,6,1.0.47,2025-09-29 22:55:33,,,1.0.47
d6ce21c5-ccc9-410f-a0b2-2fcc029523f6,Vasim Tamboli,https://play-lh.googleusercontent.com/a-/ALV-UjW2oFm14RWtdJw0-rYHaalLY4-9AfdXsn1E5e10YAIsnkMBaqCO,worst app...,1,0,1.0.47,2025-09-29 22:36:33,,,1.0.47
b6147d8b-12b1-467c-b781-8e49d39b9674,Sai Narayana,https://play-lh.googleusercontent.com/a-/ALV-UjU5wrwwjmMSTzLU7WTUcDg7F30-5qzhurNqdZObIpWj6V0qXOfA,"working fine now with lot of improvement. After changing my device now now culd not able to register,the same thing happened one year before,the software was not designed properly for past a week trying to register. Worst app. Now it is working fine.",1,5,1.0.48,2025-09-29 20:25:52,"Dear Customer, we regret the inconvenience caused, if you have any issues in using the application, We kindly request you to contact us on 1800-233-4526/Write to us on digitalsupport@mahabank.co.in/Mahaconnect@mahabank.co.in .Kindly update to the latest version for better user Experience.",2025-07-02 13:12:23,1.0.48
59dc880d-b7c5-48c9-b94c-d8d0e229c970,Nikhilendra Singh,https://play-lh.googleusercontent.com/a-/ALV-UjXsqrwKQ1np0Blekfyol1jzpk1T2J1IpXlFjzqfDdVRouuDFGeo,"no updated passbook no statement, worst service Fully SARKARI",1,0,1.0.47,2025-09-28 23:04:56,,,1.0.47
1fe4847c-cfcc-4c16-a4da-f9c90f891b76,Blue_one Hi,https://play-lh.googleusercontent.com/a/ACg8ocL50iI8BFqklIECVsjXYKJXg_80OQCRUUj2PV01HiTA7OOZ_w=mo,"sir app is not working, transfer not done after click on submit button it is not working. please do the needful",1,0,1.0.47,2025-09-28 20:20:13,,,1.0.47
b6576a98-9eff-484f-8bdf-d13f382be750,Harshala Chavan,https://play-lh.googleusercontent.com/a/ACg8ocLNNUP_ckyHk0lAq7kMdUAshEKAIAOGUVPwQd6k8c6WfdAys5A=mo,worst banking app always lacks,1,0,1.0.47,2025-09-28 18:20:56,,,1.0.47
6a5d9d1c-1366-4401-ae93-15b057b649f3,KOMAL GUND,https://play-lh.googleusercontent.com/a-/ALV-UjUDeM31KPyoEa6RDZawam3SjK-71NPd3aLDu8qk5cOIDrcHloU,doesn't working.,1,0,1.0.47,2025-09-27 12:19:40,,,1.0.47
05af1b40-dad3-4c30-964d-a0f3b9a33044,Pushpa Jadhav,https://play-lh.googleusercontent.com/a/ACg8ocImtEdIFZnj89-CmW2eeeN0AbxbaNi9LWpxIUA4RFNCPsg8qA=mo,pathetic app doesn't work,1,0,1.0.47,2025-09-26 11:06:26,"Dear Customer,we regret the inconvenience caused,if you have any issues in using the application, We kindly request you to contact us on 1800-233-4526/write to us on digitalsupport@mahabank.co.in./mahaconnect@mahabank.co.in. Kindly update to the latest version for better user experience.
",2025-06-21 15:39:12,1.0.47
7107d5c9-8064-45de-a003-77501b5f76e3,Shriraj,https://play-lh.googleusercontent.com/a/ACg8ocKmvmiDekTPdTA7BVSgBNjghnncg0yDzQ_0qD5UxOUzCRbbYw=mo,no use to write review... no 1 is concern... hopeless app... and bank too..,1,0,,2025-09-26 09:17:26,,,
07ecbd53-981a-4175-9c8d-50b1d715e9cf,Manisha Kawlekar,https://play-lh.googleusercontent.com/a/ACg8ocKnDklFyG2tNs5jjiTWmdp18_vQPuuOojZzw2rdhc9t9G6-Aw=mo,"A very non friendly app gotta add beneficiaries to send them money which has a wait period which is just dumb, and even after that wait period it sometimes fails to add them",1,1,1.0.47,2025-09-25 17:18:14,,,1.0.47
3e39af1b-571e-4462-ade0-0887818136ac,Pradip Amale,https://play-lh.googleusercontent.com/a-/ALV-UjUaxKboJFNw8jcA-T1NpzsE6331Gd3IB1P1xCUysZYefIh5KqxE,Apps and bank dono kisi kam ke nahi,1,0,,2025-09-25 16:41:14,,,
485cf1b0-39dd-4bfa-b3e0-e60eb17fdcf9,Anil Sanap,https://play-lh.googleusercontent.com/a/ACg8ocJJAEVO8s71_Zs8LsUf2Wlx42R6GWg8tgTcUEc_jtAUrqUEAQ=mo,very bad services maha bank,1,0,1.0.47,2025-09-24 20:30:29,,,1.0.47
bc570060-2db4-4d01-bb82-2dd98bed8bf4,Reels Traveller,https://play-lh.googleusercontent.com/a-/ALV-UjUw0diocEqBSkvAxNwuN3NIDQd8bfS7tVBBtFoAFxSz55xTfzub,This Bank is froud. by mistake i have made wrong transaction to wrong beneficiary account which account related to bank of maharastra when my hdfc bank raised request for payment reversal then bank of maharastra said we didnt recieved any amount in our customer's account it means bank of maharastra is froud and scamer. please be aware all 😡😡😡😡,1,0,1.0.47,2025-09-24 19:22:53,,,1.0.47
a272b593-1b9c-4e69-9511-3028b5ac1622,Roshan Kumar Sao,https://play-lh.googleusercontent.com/a-/ALV-UjVHkNcA_pbL3NWiYu9dwvLT7OJTNo67nFdNjhvdPgcp8jYAxr8,pathetic app automatically logout everytime,1,0,1.0.47,2025-09-23 19:30:29,,,1.0.47
e05cde4e-9d23-4596-bae6-00f7af489642,Tayyab shaikh,https://play-lh.googleusercontent.com/a-/ALV-UjUTLWK85jhbJX-0wWr1C0WFA7aVOt02akavVNGj2Od0-DAH78hN,very poor quality and service,1,0,1.0.47,2025-09-23 00:02:47,,,1.0.47
437affe5-e1bd-4b12-846c-8df6741d0881,mitesh palshetkar,https://play-lh.googleusercontent.com/a-/ALV-UjVJ_4cblRM3SU7Nc_6HaBCFRdta-oEait_Q5kCI99aglgszVKdFHQ,worst app ever I use bcz not log in and getting trouble for use easy in operation. lost of our Maharahtara state name to this bank,1,0,1.0.47,2025-09-22 21:29:24,,,1.0.47
1239193d-f534-46ac-96cf-ec4b2d210fe8,raj Waghmore,https://play-lh.googleusercontent.com/a/ACg8ocK2lK2Ewl3VgIeJ2Imo3cHtuumAbgo-BfrZa2g2LcGn9Sl18w=mo,bad status,1,0,1.0.47,2025-09-22 17:25:15,,,1.0.47
2516500b-5dfb-43ff-8ceb-b07492d85e94,just fun,https://play-lh.googleusercontent.com/a-/ALV-UjVWxkprd01x-1q4t1K5DECtRp5sb_pWZjSzpbwlEwDv6_TqDtzu,not good service.,1,0,1.0.47,2025-09-22 17:04:08,,,1.0.47
9fa8ebeb-9b17-4f69-842a-d374bfb6e54a,CA Ashish Vaish,https://play-lh.googleusercontent.com/a-/ALV-UjXDgRG0au6uGeSdzS2-DxVEEHyOVnAu4MDsfzLOxzgfgTQpIq79,Fraud Bank.Don't Invest in this Bank.Without any consent from Customer hand they deduct PMSBY Premium Amount.and Customer Care Wrongly Entered Complaint.and Online Complaint Portal Always Give error hence you never do a successful complaint.and Lower to higher department never give reply to customer Mails. such a unethical Bank doing Unethical practices Openly.Be safe!,1,0,1.0.47,2025-09-21 18:28:31,,,1.0.47
da7794bf-3d76-458c-b9f9-ee254bbdce1a,Jayprakash Tripathi,https://play-lh.googleusercontent.com/a/ACg8ocLLGIhn2oz-sc9l-LQJ2xwriuGtVYfisd21C6j5MdAn92b_ng=mo,"vary poor app in banking,",1,0,1.0.47,2025-09-20 20:32:57,,,1.0.47
8c6ed31c-074a-4445-939d-954640cd6291,Amey Waze,https://play-lh.googleusercontent.com/a/ACg8ocJo2fJtVhX6P-jak0ItWHTe2I3YchDpg7qHiUKLWGMh180rrY0=mo,"not able to authenticate, it says invalid mobile number",1,0,1.0.47,2025-09-20 19:15:31,,,1.0.47
e16cf01b-a320-4731-9eef-74fd9c2a7d46,Abhishek Singh,https://play-lh.googleusercontent.com/a/ACg8ocLwDK8AdHexuR0ZQpJKC64V2vPhjk_vyajA12hRMrg41unW4g=mo,"everytime i make upi id in mahabhim upi option it always show ""merchant blocked"" plz check wats d issue...",2,0,,2025-09-20 14:48:33,,,
22db790a-8226-4ce8-abc6-86a25f68dbaf,Abrar Sayyad,https://play-lh.googleusercontent.com/a/ACg8ocJlScQZ5SQn2dLj2EoYLVRCKfnEYzM6PI6tv9gChljYOyJaYg4=mo,pathetic app.,1,0,1.0.47,2025-09-19 15:53:32,,,1.0.47
9b590485-f82b-40de-b9c7-f4ada231863e,Darshan ingle,https://play-lh.googleusercontent.com/a-/ALV-UjXE6wrxBbX2gcXReTIXMtu6c9IGr0VhTXDB3jq12RZzKT5UosU,kepebel,1,0,,2025-09-19 14:47:20,,,
ab16c43d-c6f4-4885-ab22-0783b786ee16,PRIYARANJAN SAHOO,https://play-lh.googleusercontent.com/a-/ALV-UjXVGGbb3L2eFuEOdb5qaS6Zk3VWrcgsq-B0osMENLCRy0WqjpZDZA,application not registering properly take too long time and time out very bad app,1,0,1.0.47,2025-09-19 10:54:08,,,1.0.47
7bc8994b-ca5f-4f14-9e04-c9226afc4bdb,siddheshwar tekale,https://play-lh.googleusercontent.com/a-/ALV-UjWJAAKJnjffRLUbqLJ9Azra3O9kKgLIIHrFAN1vTU3YtleYqmPGOg,need adhaar validation,1,0,1.0.47,2025-09-19 02:27:25,,,1.0.47
c5de0897-0be7-4317-a5d9-96e7097827e8,Naved dk,https://play-lh.googleusercontent.com/a/ACg8ocLNrhyM4OQXOt9-_uF5A8_PL1-vihI2NAF7O0jq6_48bv4VgA=mo,UIP ID NOT WORK VERY Worst APP,1,0,1.0.45,2025-09-19 00:36:37,,,1.0.45
2474cc4e-052c-456c-bfc5-ad56ad7d3ff8,Akshay Nile,https://play-lh.googleusercontent.com/a-/ALV-UjXt8hm1oYYxhxWX9FUJGT2RktueEG427DjMg8HIwuQ3plZEEBaU,"Not able to login. It shows that ""Authentication failed because the SMS has not reached the server"". I connected with customer support, they told me to keep talktime balance of more than ₹10 in your registered SIM. I did the same, but the app is still showing the same error. Please resolve this issue as soon as possible 🙏🏻. Very disappointed with this app. 😔",1,807,1.0.23,2024-05-17 09:35:43,"Dear Customer, we regret the inconvenience caused, if you have any issues in using the application, We kindly request you to contact us on 1800-233-4526/Write to us on digitalsupport@mahabank.co.in/Mahaconnect@mahabank.co.in .Kindly update to the latest version for better user Experience.",2025-07-02 13:25:34,1.0.23
22c4ba38-8238-47b6-9fd0-d56b1ccfdbf5,shraddha pawar,https://play-lh.googleusercontent.com/a-/ALV-UjWa7vSEAAO_JkTPbCSGsGIpF_mESGeq4Jk_e15w-QTlzNEVdg0Wow,"Nothing works properly in the app. And trust me, NOTHING. 1: It keeps logging you out automatically every minute. 2: Any form submission process is pathetic. It says ""upload documents"" but their server isn't designed to actually upload any document. 3. Every time you want to view your recent transactions, it shows blank page. Your actual (offline) bank structure is heavily messed up. At least make online access easier. You're not doing any favour on us by keeping our money in your bank!",1,471,1.0.34,2025-01-16 09:38:00,"Dear Customer, we regret the inconvenience caused, if you have any issues in using the application, We kindly request you to contact us on 1800-233-4526/Write to us on digitalsupport@mahabank.co.in/Mahaconnect@mahabank.co.in .Kindly update to the latest version for better user Experience.",2025-07-02 13:09:18,1.0.34
54fb76e1-98be-4f05-aa7f-850baf76738a,Archit Sarmokadam,https://play-lh.googleusercontent.com/a-/ALV-UjVnx8js3XYUIhiZ_KBFcem0BEvCcGX-aDPJhsAuPharc6SOAktD,"What an outdated this app is! I had an unknown transaction for which I was trying to check the statement but to my surprise, there is no way you can look a transaction in details. All it says a random numbers which no one understand. Also there is no way to report a wrong transaction. So if you value your hard earned money, stay away from this app.",1,1,1.0.34,2025-01-20 14:19:01,"Dear Customer, we regret the inconvenience caused, if you have any issues in using the application, We kindly request you to contact us on 1800-233-4526/Write to us on digitalsupport@mahabank.co.in/Mahaconnect@mahabank.co.in .Kindly update to the latest version for better user Experience.",2025-07-02 13:09:45,1.0.34
48658645-27fd-4b76-b76f-61e3a9ace479,Urooj Shaikh,https://play-lh.googleusercontent.com/a-/ALV-UjUR-RXMEZhuP5Or87EX-9PLwpGDGotVFD3bQJcGciiPq-x0BwgY,"Worst Mobile Banking application ever. Even after entering correct card details while sim binding (registration) it keeps saying ""invalid card details"" and because if this the registration limit get's consumed. Customer Care has generic replies on this issue and no resolution from them. Please resolve this at the earliest. Blocked for use !!! Don't wanna give even a single star but it requires minimum one star to post this comment, so here you go Mahamobile Plus 🏆",1,65,1.0.45,2025-08-21 00:22:00,,,1.0.45
e06cb846-8c3a-40b8-99a8-07fd7186dd51,Ketan Patel,https://play-lh.googleusercontent.com/a-/ALV-UjX0Kbk2svHBkCuM4oYH-q-YPMldpgsr0mYbEbBhBoFvhMcU1rqy,After updating the app on yesterday it is not opening and crashed every time. App developers are very poor. login attempt is not happening in a single try. Every time 3 to 4 times I have to attempt to login and processing is showing but not working for that I have to close the app and reopen again.,1,5,1.0.44,2025-07-31 09:26:52,,,1.0.44
cfbd6071-80f0-4661-9645-bfcd26e4da1f,Hakimuddin Diwan,https://play-lh.googleusercontent.com/a/ACg8ocKsiTKhp64J8nFyNn2SEZJs2O3k8kjPYfACZg4l68K6muKIDg=mo,"Worst bank in India. The app looks like it was designed in the early 2000s. They charge like a private bank and offer stereotypical outdated govt bank services. The customer service is the worst, whose only job is to send people to the branch. Many banking services like applying for debit and credit cards can't be done through the app you have to actually go to the branch and fill out forms and its UPI service doesn't work at all.",1,11,1.0.46,2025-09-04 19:56:19,,,1.0.46
af1fdd2a-d0e4-404e-8f1f-e062e7f45358,Shivnarayan Waghmare,https://play-lh.googleusercontent.com/a-/ALV-UjUOB9BmtC6H3jgTSPL-339OtySQqzawDfQqtdw_bM1qJDTxLpVJhA,"Recently, I changd the mobile and installed the app but shows error and locks the activation of the app for 24 hours. Since last one week it is functioning like this. Despite having all correct information, it doesn't allow to activate properly. 4/5 times it locked the app from activation. very frustrating. Earlier it used to work well. But some fund transferring glitches. Now this problem. Worst experience.",1,28,1.0.47,2025-09-08 17:33:11,,,1.0.47
